timestamp,x,y,radius_px,in_text_region
1893.986375,0.674219,0.671296,168.6,1
1894.068599,0.684157,0.672685,158.6,1
1894.142555,0.698457,0.672685,163.1,1
1894.220746,0.707812,0.675926,165.5,1
1894.301946,0.716667,0.675926,159.9,1
1894.377260,0.722396,0.677778,151.2,1
1894.460071,0.752604,0.675926,182.5,1
1894.535311,0.767708,0.680556,181.9,1
1894.610356,0.774479,0.684259,170.0,1
1894.684797,0.780729,0.681944,158.0,1
1894.760573,0.800000,0.683796,174.7,1
1894.835390,0.813021,0.687500,178.8,1
1894.910592,0.823177,0.683796,168.4,1
1894.985678,0.829427,0.685185,160.0,1
1895.060224,0.837500,0.690741,153.5,1
1895.135168,0.841146,0.709722,168.5,1
1895.213813,0.471615,0.414352,53.0,0
1895.293570,0.650781,0.708796,227.8,1
1895.368829,0.619695,0.707681,180.0,1
1895.444114,0.603125,0.708333,151.8,1
1895.518951,0.596875,0.706019,139.8,1
1895.593655,0.595052,0.707407,135.1,1
1895.669305,0.594033,0.705507,130.9,1
1895.751825,0.595052,0.700926,129.8,1
1895.827405,0.605908,0.703704,145.7,1
1895.903219,0.611198,0.707870,145.8,1
1895.985439,0.623437,0.704630,158.3,1
1896.059493,0.647396,0.704167,182.1,1
1896.135692,0.655208,0.706481,177.2,1
1896.211907,0.660417,0.704167,167.1,1
1896.294019,0.666667,0.708333,153.5,1
1896.369260,0.673958,0.709259,155.6,1
